% Model,Varennes_GD.mph
% Version,COMSOL 5.2.1.262
% Date,"Nov 17 2020, 20:51"
% Table,Tcalc - 
% Time (d),"Température (degC), EWT","Température (degC), LWT","Charge hydraulique (m), Charge hydraulique au puits"
0,11,10.999999999999943,213.0667524794865
2.8935185185185184E-6,4.025756037283827,6.8745535999133836,213.07018495526242
8.680555555555556E-6,-4.871786559080476,-2.021227777552781,213.06942480629337
1.5625E-5,5.381087436498262,8.230731731228047,213.0683488240951
2.3819444444444447E-5,9.35720199891847,12.208032946127048,213.06758046971524
3.3488888888888895E-5,10.614528049210492,13.465991223005744,213.06699657254123
4.489883333333334E-5,10.931587145690344,13.783402857309113,213.06651896959346
5.836256777777778E-5,10.984832949736642,13.836931761121662,213.06610828639535
7.424977442222222E-5,10.994004939555111,13.846404266848651,213.0657462248516
9.299667826266666E-5,10.995071034707678,13.847804375382623,213.06542435919772
1.1511802479439109E-4,10.995997416219552,13.849101976693134,213.06513919538705
1.4122121370182592E-4,10.995438150487473,13.848949123344994,213.06489015847814
1.7202297661259903E-4,10.995724509145873,13.849673535685781,213.06467895003587
2.0836905684731128E-4,10.996625385629898,13.851035246917263,213.06450913404188
2.810612173167358E-4,11.001009441795134,13.856169079350764,213.0643517998999
4.2644553825558487E-4,11.015873275538638,13.871915275251638,213.06441573524205
7.172141801332829E-4,11.046584757372443,13.902489881481188,213.06519081283523
0.0012987514638886793,11.0822171634278,13.934841875212044,213.06754301822534
0.0024618260313994714,11.119257788724099,13.975649832421198,213.07198889130947
0.0038507149202883606,11.15455730239745,14.003239670526,213.075732511018
0.005239603809177249,11.187104970853738,14.027902159038604,213.0782387759947
0.0066284926980661385,11.217723461289552,14.057653924159922,213.08012267917695
0.008017381586955027,11.246713173695412,14.091140484346738,213.08177487822675
0.009406270475843916,11.274203604202569,14.11804769432996,213.08333301117094
0.010795159364732805,11.300352453298672,14.13770879212035,213.08482717198387
0.012184048253621696,11.3255938328507,14.166664046229641,213.08630557923965
0.013572937142510583,11.349973223153256,14.191746847135505,213.0877606787615
0.014961826031399473,11.373809818109748,14.221560637588937,213.08920831693234
0.01635071492028836,11.397276042453257,14.243685267624528,213.090639223479
0.01773960380917725,11.420615522659261,14.27266346873455,213.092056527728
0.01912849269806614,11.443781616379624,14.290761044150315,213.0934399933156
0.020517381586955027,11.467574259217145,14.328709098338663,213.09482694458364
0.02190627047584392,11.492321944989442,14.35970542317898,213.09621573535253
0.023295159364732806,11.51874643004868,14.37779998155844,213.09757105180165
0.024684048253621697,11.547549670673448,14.399218805652083,213.09888645150824
0.026072937142510584,11.580620249487083,14.429831000520267,213.10018598365212
0.02746182603139947,11.618936667221021,14.461563758636828,213.1014837909426
0.028850714920288362,11.663662591138007,14.50448953302788,213.1028036669928
0.03023960380917725,11.715769669988504,14.558680376339964,213.10416618546802
0.03162849269806614,11.775635164476796,14.624807657508882,213.10558720801097
0.03301738158695503,11.842486691360648,14.67871637244076,213.10703153714203
0.034406270475843916,11.914455252695802,14.748916711334857,213.1084899079227
0.035795159364732806,11.989376081488047,14.827517595222389,213.1099801387449
0.0371840482536217,12.064777231677851,14.902529551361283,213.11149187254992
0.03857293714251058,12.138486546536399,14.987625029855167,213.11303486506438
0.03996182603139947,12.208686540891676,15.065319959675548,213.11458828011942
0.04135071492028836,12.271465228424972,15.12224242728206,213.116067847287
0.042739603809177254,12.32914976417186,15.177894881039038,213.1174896495275
0.04412849269806614,12.382532011592104,15.228281240690649,213.118859780944
0.04551738158695503,12.433471749906062,15.2751330359294,213.1201991877452
0.04690627047584392,12.481811406710904,15.329167609496949,213.12152374672684
0.04829515936473281,12.527838450844058,15.377904079588745,213.1228343904023
0.0496840482536217,12.571934520644504,15.422134003130111,213.1241227678399
0.05107293714251059,12.614281505032977,15.456540426164224,213.1253662709014
0.052461826031399476,12.654963369183008,15.481618201342371,213.1265454321228
0.05385071492028837,12.694431908552588,15.52082260751564,213.1276878637681
0.05523960380917726,12.733368543737868,15.567582306213353,213.1288527079651
0.05662849269806614,12.772156226666539,15.628721472088955,213.13008382524737
0.05801738158695503,12.81087960678883,15.688678230537107,213.13137564165496
0.059406270475843924,12.84932089281267,15.733112000338622,213.13266760268147
0.060795159364732815,12.887662488384024,15.781575637434969,213.1339417138403
0.0621840482536217,12.92603129196516,15.828439103104415,213.13519282932737
0.06357293714251058,12.964444099894365,15.865242676536695,213.13640767756687
0.06496182603139948,13.003045147059026,15.907363537155788,213.13760300164304
0.06635071492028836,13.041812601439972,15.943235125050876,213.1387750086667
0.06773960380917726,13.080610878988693,15.968666553033529,213.1398994801291
0.06912849269806615,13.11950098340111,16.00134652278905,213.1409897567789
0.07051738158695503,13.15894623531534,16.056606116466753,213.14212280009593
0.07190627047584393,13.198449607568307,16.096338748517894,213.14327854665243
0.07329515936473281,13.237106884508364,16.117125969707956,213.14436373811589
0.0746840482536217,13.275318133509757,16.156872252517246,213.14544916965085
0.0760729371425106,13.312765678293317,16.186924136380753,213.14650648900732
0.07746182603139948,13.349325619576632,16.21018084572063,213.14751795260906
0.07885071492028836,13.385145891179207,16.236894822872728,213.14850664363166
0.08023960380917726,13.420641456074918,16.278959833503393,213.14953351110844
0.08162849269806614,13.455308276325752,16.302093233123628,213.15052291052402
0.08301738158695503,13.489759205641803,16.34435566156145,213.15154529295717
0.08440627047584393,13.524170138998727,16.394144092346323,213.15262093134035
0.08579515936473281,13.558120253112293,16.427425840257285,213.1536751494936
0.08718404825362171,13.591947419033488,16.470754006740208,213.1547430136146
0.08857293714251059,13.625069951228511,16.489701048025893,213.15573519531247
0.08996182603139947,13.657900434109308,16.519225726945706,213.15670562010567
0.09135071492028837,13.690952735737767,16.5696722251173,213.1577406128154
0.09273960380917726,13.72365728734934,16.603361070100846,213.15876729970452
0.09412849269806614,13.756037813306477,16.638430520174893,213.1597857980734
0.09551738158695504,13.788148682576264,16.67548063112963,213.1608043772086
0.09690627047584392,13.819814005088176,16.705859309978962,213.16179949790074
0.0982951593647328,13.851194287862711,16.74152203038568,213.16279560328206
0.0996840482536217,13.882246596426683,16.775813119058682,213.16378927597168
0.10107293714251059,13.913098117416496,16.815560906448013,213.16480074956038
0.10246182603139947,13.943320699731942,16.83823969953022,213.16576372528232
0.10385071492028837,13.973006209841515,16.859779998948568,213.16668269357504
0.10523960380917725,14.002734991890634,16.902442745435053,213.16764889612733
0.10662849269806614,14.032142115988279,16.931987231616517,213.1686071496032
0.10801738158695504,14.061351367336215,16.966984109895918,213.16957460068716
0.10940627047584392,14.0898050522934,16.97776812441947,213.17045917217666
0.11079515936473282,14.118170452526442,17.008212186423748,213.1713501300028
0.1121840482536217,14.146475777282603,17.041104497766355,213.17226212831852
0.11357293714251059,14.174411600061603,17.06241429815435,213.1731455864689
0.11496182603139948,14.202253172298867,17.09342519370574,213.17404027312188
0.11635071492028837,14.22958103562803,17.106098950960074,213.1748756037541
0.11773960380917725,14.257256461135341,17.15132278409368,213.1757847002922
0.11912849269806615,14.284393680706785,17.16559504695391,213.17663908850517
0.12051738158695503,14.311462487844835,17.19450776685477,213.17749854797842
0.12190627047584392,14.338419195563233,17.223385247485453,213.1783644688892
0.12329515936473281,14.36537583918954,17.25631393909049,213.1792498093404
0.1246840482536217,14.392150202232699,17.284734319337815,213.18013148694257
0.12607293714251058,14.418645316278912,17.307924083815806,213.18098798108375
0.12746182603139947,14.445029903490308,17.337208915199483,213.18184820310415
0.12885071492028838,14.470893298997737,17.3500700610943,213.18265030715506
0.13023960380917726,14.496445166409671,17.367515480568557,213.18342422755393
0.13162849269806615,14.521752173390439,17.387052430240942,213.1841882643973
0.13301738158695503,14.546989145037571,17.41377477144914,213.1849735599411
0.13440627047584391,14.571937795466795,17.43507105438829,213.18575269444557
0.1357951593647328,14.596386360726001,17.446342584285446,213.1864858823545
0.1371840482536217,14.620855133135478,17.47588868771635,213.18725139097683
0.1385729371425106,14.644874781337933,17.489674531303308,213.1879843238064
0.13996182603139948,14.668679190350758,17.50957781016308,213.1887113932
0.14135071492028836,14.692113241719312,17.52376811564767,213.18941288837865
0.14273960380917725,14.715716045006559,17.558404829733263,213.1901723038705
0.14412849269806616,14.739254372084076,17.587854960809466,213.19095748220934
0.14551738158695504,14.762457396995728,17.607874899918045,213.19172010067825
0.14690627047584393,14.785308310323956,17.623613982689335,213.1924451278444
0.1482951593647328,14.808256764020825,17.655573374164817,213.1932051812899
0.1496840482536217,14.830931528553037,17.675659623772617,213.1939502266642
0.15107293714251058,14.853453809491612,17.698876641717504,213.19469228125737
0.1524618260313995,14.875954155442685,17.728294811937303,213.19545670676374
0.15385071492028837,14.898582024226528,17.765318228286446,213.1962682711247
0.15523960380917726,14.920839055760837,17.783303221120605,213.19705376256215
0.15662849269806614,14.942663920862174,17.794209429146065,213.19778156158048
0.15801738158695502,14.964200905999633,17.815176549551097,213.19848128742876
0.15940627047584394,14.98559525634721,17.83418132435702,213.19917074598393
0.16079515936473282,15.006945573771304,17.861826881603122,213.19989316409547
0.1621840482536217,15.027985795465042,17.880727412430815,213.2006074881023
0.1635729371425106,15.04896270188658,17.90871902586747,213.20134593275318
0.16496182603139947,15.069636955898659,17.93143789772205,213.20208154161648
0.16635071492028836,15.090009286140344,17.948727083346455,213.20279197824019
0.16773960380917727,15.110504722708697,17.977916837665646,213.20352922066664
0.16912849269806615,15.130855590798205,17.999359620600387,213.2042592273927
0.17051738158695504,15.151487264653895,18.03845057765426,213.20505145733247
0.17190627047584392,15.171797128922606,18.056727176475306,213.20581003927663
0.1732951593647328,15.191867735049414,18.072817042248346,213.2065288842814
0.1746840482536217,15.211717307984372,18.08762733022172,213.20721439751298
0.1760729371425106,15.231483459128583,18.10546241355479,213.20789106462445
0.17746182603139948,15.251488471368418,18.137212895403252,213.2086187254185
0.17885071492028837,15.271291509159369,18.15454923015801,213.20932891712002
0.18023960380917725,15.29097664643433,18.173088130556323,213.21002515856551
0.18162849269806614,15.310431180267244,18.187112238587872,213.21069273213763
0.18301738158695505,15.329914623303864,18.20926398332648,213.21137144094976
0.18440627047584393,15.349028627956272,18.21728421882125,213.21200502168682
0.18579515936473281,15.368339701803677,18.244959710391356,213.21268004114862
0.1871840482536217,15.387601829002278,18.26713327580893,213.21336823519906
0.18857293714251058,15.406943543863235,18.294896759210587,213.2140848169919
0.18996182603139947,15.42613329906635,18.314935397463046,213.21478996550536
0.19135071492028838,15.445193099367032,18.334019180925623,213.21548024910788
0.19273960380917726,15.46451133715101,18.367843380960835,213.21621877013573
0.19412849269806615,15.483917748177078,18.398763305669263,213.21698520290693
0.19551738158695503,15.50304563255321,18.415644710880144,213.21771297455314
0.19690627047584391,15.521912750740398,18.428892318434123,213.21839389743533
0.1982951593647328,15.540165320905373,18.424884265659273,213.21897154750545
0.1996840482536217,15.55836389637443,18.437122933252738,213.21954093352332
0.2010729371425106,15.576436392049004,18.44875430968534,213.22010941493812
0.20246182603139948,15.594608467937405,18.47056812543366,213.22071826779418
0.20385071492028836,15.612932803056253,18.498466233465763,213.22138020033785
0.20523960380917725,15.63129598686271,18.52550011605001,213.22207453801587
0.20662849269806616,15.649059746967623,18.527923105961122,213.22268668455447
0.20801738158695504,15.66704633203534,18.55570514959004,213.22333557770216
0.20940627047584393,15.684860696918633,18.572657421800557,213.22397584025052
0.2107951593647328,15.702581776551028,18.590920081054037,213.2246123448367
0.2121840482536217,15.720042882180735,18.6020590626037,213.22521679604677
0.21357293714251058,15.737156046633402,18.606220844146605,213.2257677878798
0.2149618260313995,15.754234306764886,18.61812968383532,213.22631218153643
0.21635071492028837,15.771309635145201,18.63542647593988,213.22687571698432
0.21773960380917726,15.788721952388812,18.66751559797683,213.22751584573524
0.21912849269806614,15.806364721933448,18.70044530581754,213.2282149271475
0.22051738158695502,15.823970601540509,18.726427243806086,213.22892314983864
0.22190627047584394,15.841305378045888,18.742540906483327,213.22959224681242
0.22329515936473282,15.858528300867818,18.7610646577333,213.23024119033332
0.2246840482536217,15.875637289570534,18.779755879951153,213.23088032953606
0.2260729371425106,15.892515430988567,18.793234498254776,213.231493565348
0.22746182603139947,15.909294388682042,18.810650795592665,213.23210447755585
0.22885071492028836,15.925595268283985,18.812895344718413,213.232652769562
0.23023960380917727,15.942035529069528,18.835708315020156,213.2332378817084
0.23162849269806615,15.958433360404797,18.85552659502008,213.23384367776816
0.23301738158695504,15.974684447532525,18.87114228682674,213.2344442369646
0.23440627047584392,15.99074358071664,18.88448872359203,213.2350281197949
0.2357951593647328,16.006484195417386,18.890582128215215,213.23556852995657
0.2371840482536217,16.02224708045128,18.90830273989377,213.23612488107744
0.2385729371425106,16.038143390849655,18.931506591949415,213.23671979828046
0.23996182603139948,16.053179400701197,18.91601587559876,213.2371807992726
0.24135071492028837,16.068492799878868,18.936308686756945,213.23768303662123
0.24273960380917725,16.083961712793382,18.960230304948652,213.23824251252245
0.24412849269806614,16.099384746876012,18.9742592474999,213.23880103946792
