% Model,Varennes_GD_gfunc.mph,,
% Version,COMSOL 5.2.1.262,,
% Date,"Apr 12 2020, 10:14",,
% Table,Tcalc - ,,
% Temps (d),"Température (degC), EWT","Température (degC), LWT","Charge hydraulique (m), Charge hydraulique au puits"
3.593659863,4.452961954,5.451983207,212.9916179
3.594354307,4.453152728,5.452173986,212.9916222
3.595048751,4.453343464,5.452364726,212.9916265
3.595743196,4.453534162,5.452555429,212.9916308
3.59643764,4.453724813,5.452746086,212.9916351
3.597132085,4.453915439,5.452936716,212.9916394
3.597826529,4.454106022,5.453127303,212.9916436
3.598520974,4.454296568,5.453317854,212.9916479
3.599215418,4.454487083,5.453508375,212.9916522
3.599909863,4.454677559,5.453698856,212.9916565
3.600604307,4.454867991,5.453889292,212.9916608
3.601298751,4.455058383,5.454079689,212.9916651
3.601993196,4.455248743,5.454270054,212.9916694
3.60268764,4.455439064,5.45446038,212.9916737
3.603382085,4.455629345,5.454650665,212.991678
3.604076529,4.455819595,5.45484092,212.9916823
3.604770974,4.456009808,5.455031138,212.9916866
3.605465418,4.456199987,5.455221321,212.9916909
3.606159863,4.456390125,5.455411464,212.9916951
3.606854307,4.456580231,5.455601575,212.9916994
3.607548751,4.456770288,5.455791637,212.9917037
3.608243196,4.456960312,5.455981666,212.991708
3.60893764,4.457150297,5.456171656,212.9917123
3.609632085,4.457340246,5.456361609,212.9917166
3.610326529,4.45753016,5.456551529,212.9917209
3.611020974,4.457720041,5.456741414,212.9917251
3.611715418,4.457909874,5.456931252,212.9917294
3.612409863,4.458099679,5.457121062,212.9917337
3.613104307,4.458289442,5.45731083,212.991738
3.613798751,4.458479168,5.45750056,212.9917423
3.614493196,4.458668854,5.457690251,212.9917466
3.61518764,4.458858509,5.457879911,212.9917508
3.615882085,4.459048131,5.458069537,212.9917551
3.616576529,4.459237709,5.45825912,212.9917594
3.617270974,4.459427245,5.458448662,212.9917637
3.617965418,4.459616744,5.458638165,212.991768
3.618659863,4.459806209,5.458827634,212.9917722
3.619354307,4.45999564,5.459017071,212.9917765
3.620048751,4.460185033,5.459206469,212.9917808
3.620743196,4.460374394,5.459395835,212.9917851
3.62143764,4.460563717,5.459585162,212.9917893
3.622132085,4.460752999,5.459774449,212.9917936
3.622826529,4.460942244,5.459963699,212.9917979
3.623520974,4.461131454,5.460152914,212.9918022
3.624215418,4.461320625,5.460342089,212.9918064
3.624909863,4.461509757,5.460531227,212.9918107
3.625604307,4.461698851,5.460720325,212.991815
3.626298751,4.461887914,5.460909393,212.9918193
3.626993196,4.46207694,5.461098423,212.9918235
3.62768764,4.462265932,5.46128742,212.9918278
3.628382085,4.462454876,5.461476369,212.9918321
3.629076529,4.462643783,5.461665281,212.9918364
3.629770974,4.462832662,5.461854164,212.9918406
3.630465418,4.463021498,5.462043005,212.9918449
3.631159863,4.463210307,5.462231819,212.9918492
3.631854307,4.463399077,5.462420594,212.9918534
3.632548751,4.463587802,5.462609324,212.9918577
3.633243196,4.463776494,5.462798021,212.991862
3.63393764,4.463965146,5.462986677,212.9918662
3.634632085,4.464153761,5.463175298,212.9918705
3.635326529,4.46434234,5.463363881,212.9918748
3.636020974,4.464530888,5.463552434,212.991879
3.636715418,4.464719402,5.463740953,212.9918833
3.637409863,4.464907869,5.463929425,212.9918876
3.638104307,4.465096303,5.464117863,212.9918918
3.638798751,4.465284702,5.464306267,212.9918961
3.639493196,4.465473067,5.464494637,212.9919004
3.64018764,4.46566139,5.464682965,212.9919046
3.640882085,4.465849675,5.464871254,212.9919089
3.641576529,4.466037928,5.465059512,212.9919131
3.642270974,4.46622615,5.465247739,212.9919174
3.642965418,4.466414328,5.465435921,212.9919217
3.643659863,4.466602468,5.465624067,212.9919259
3.644354307,4.466790576,5.465812179,212.9919302
3.645048751,4.466978649,5.466000257,212.9919344
3.645743196,4.46716668,5.466188293,212.9919387
3.64643764,4.467354674,5.466376292,212.991943
3.647132085,4.467542636,5.466564259,212.9919472
3.647826529,4.467730554,5.466752181,212.9919515
3.648520974,4.467918443,5.466940075,212.9919557
3.649215418,4.468106293,5.467127929,212.99196
3.649909863,4.468294108,5.467315749,212.9919642
3.650604307,4.468481883,5.467503529,212.9919685
3.651298751,4.46866962,5.467691271,212.9919727
3.651993196,4.468857324,5.46787898,212.991977
3.65268764,4.469044995,5.468066656,212.9919813
3.653382085,4.46923263,5.468254295,212.9919855
3.654076529,4.469420225,5.468441895,212.9919898
3.654770974,4.469607787,5.468629462,212.991994
3.655465418,4.469795306,5.468816986,212.9919983
3.656159863,4.469982794,5.469004478,212.9920025
3.656854307,4.470170237,5.469191926,212.9920068
3.657548751,4.470357653,5.469379347,212.992011
3.658243196,4.470545035,5.469566734,212.9920153
3.65893764,4.470732377,5.469754081,212.9920195
3.659632085,4.470919683,5.469941391,212.9920238
3.660326529,4.471106948,5.470128661,212.992028
3.661020974,4.471294183,5.470315901,212.9920322
3.661715418,4.471481386,5.470503108,212.9920365
3.662409863,4.471668548,5.470690276,212.9920407
3.663104307,4.471855672,5.470877405,212.992045
3.663798751,4.472042763,5.4710645,212.9920492
3.664493196,4.472229808,5.47125155,212.9920535
3.66518764,4.472416821,5.471438567,212.9920577
3.665882085,4.472603797,5.471625548,212.992062
3.666576529,4.472790742,5.471812498,212.9920662
3.667270974,4.472977653,5.471999414,212.9920704
3.667965418,4.473164523,5.472186289,212.9920747
3.668659863,4.47335136,5.47237313,212.9920789
3.669354307,4.473538159,5.472559934,212.9920832
3.670048751,4.473724918,5.472746698,212.9920874
3.670743196,4.473911644,5.472933428,212.9920916
3.67143764,4.474098334,5.473120123,212.9920959
3.672132085,4.474284985,5.473306779,212.9921001
3.672826529,4.474471599,5.473493398,212.9921043
3.673520974,4.474658187,5.47367999,212.9921086
3.674215418,4.474844734,5.473866543,212.9921128
3.674909863,4.475031247,5.474053061,212.9921171
3.675604307,4.475217728,5.474239546,212.9921213
3.676298751,4.475404161,5.474425984,212.9921255
3.676993196,4.475590566,5.474612393,212.9921298
3.67768764,4.475776934,5.474798766,212.992134
3.678382085,4.475963263,5.474985101,212.9921382
3.679076529,4.476149555,5.475171397,212.9921425
3.679770974,4.476335815,5.475357662,212.9921467
3.680465418,4.476522043,5.475543894,212.9921509
3.681159863,4.476708229,5.475730085,212.9921552
3.681854307,4.476894386,5.475916247,212.9921594
3.682548751,4.477080501,5.476102367,212.9921636
3.683243196,4.477266587,5.476288457,212.9921679
3.68393764,4.477452635,5.476474511,212.9921721
3.684632085,4.477638646,5.476660526,212.9921763
3.685326529,4.477824619,5.476846504,212.9921805
3.686020974,4.478010562,5.477032451,212.9921848
3.686715418,4.478196455,5.477218349,212.992189
3.687409863,4.478382321,5.47740422,212.9921932
3.688104307,4.478568145,5.477590049,212.9921974
3.688798751,4.478753948,5.477775857,212.9922017
3.689493196,4.478939709,5.477961622,212.9922059
3.69018764,4.479125442,5.47814736,212.9922101
3.690882085,4.479311133,5.478333056,212.9922143
3.691576529,4.479496789,5.478518717,212.9922186
3.692270974,4.479682403,5.478704335,212.9922228
3.692965418,4.479867984,5.478889921,212.992227
3.693659863,4.480053531,5.479075472,212.9922312
3.694354307,4.480239028,5.479260975,212.9922355
3.695048751,4.480424506,5.479446457,212.9922397
3.695743196,4.480609944,5.4796319,212.9922439
3.69643764,4.480795349,5.47981731,212.9922481
3.697132085,4.48098072,5.480002686,212.9922523
3.697826529,4.481166051,5.480188021,212.9922565
3.698520974,4.481351353,5.480373328,212.9922608
3.699215418,4.481536612,5.480558592,212.992265
3.699909863,4.481721841,5.480743826,212.9922692
3.700604307,4.481907032,5.480929021,212.9922734
3.701298751,4.482092181,5.481114175,212.9922776
3.701993196,4.482277304,5.481299302,212.9922818
3.70268764,4.482462389,5.481484392,212.9922861
3.703382085,4.482647444,5.481669452,212.9922903
3.704076529,4.482832459,5.481854472,212.9922945
3.704770974,4.483017443,5.482039461,212.9922987
3.705465418,4.483202387,5.482224409,212.9923029
3.706159863,4.483387294,5.482409321,212.9923071
3.706854307,4.483572162,5.482594194,212.9923113
3.707548751,4.483756995,5.482779032,212.9923155
3.708243196,4.483941795,5.482963837,212.9923198
3.70893764,4.484126564,5.48314861,212.992324
3.709632085,4.484311294,5.483333345,212.9923282
3.710326529,4.484495991,5.483518047,212.9923324
3.711020974,4.484680652,5.483702713,212.9923366
3.711715418,4.484865283,5.483887348,212.9923408
3.712409863,4.485049875,5.484071945,212.992345
3.713104307,4.485234434,5.484256509,212.9923492
3.713798751,4.485418962,5.484441042,212.9923534
3.714493196,4.485603443,5.484625528,212.9923576
3.71518764,4.485787899,5.484809989,212.9923618
3.715882085,4.485972311,5.484994405,212.992366
3.716576529,4.486156684,5.485178783,212.9923702
3.717270974,4.48634103,5.485363133,212.9923744
3.717965418,4.486525349,5.485547457,212.9923786
3.718659863,4.486709616,5.485731729,212.9923828
3.719354307,4.486893863,5.485915981,212.9923871
3.720048751,4.487078068,5.486100191,212.9923912
3.720743196,4.48726224,5.486284367,212.9923955
3.72143764,4.48744638,5.486468512,212.9923996
3.722132085,4.487630476,5.486652612,212.9924039
3.722826529,4.487814534,5.486836675,212.992408
3.723520974,4.487998566,5.487020712,212.9924122
3.724215418,4.488182558,5.487204709,212.9924164
3.724909863,4.488366515,5.487388671,212.9924206
3.725604307,4.488550437,5.487572597,212.9924248
3.726298751,4.488734325,5.48775649,212.992429
3.726993196,4.488918181,5.487940351,212.9924332
3.72768764,4.489102009,5.488124183,212.9924374
3.728382085,4.48928579,5.48830797,212.9924416
3.729076529,4.489469541,5.488491725,212.9924458
3.729770974,4.489653254,5.488675443,212.99245
3.730465418,4.489836939,5.488859132,212.9924542
3.731159863,4.490020581,5.489042779,212.9924584
3.731854307,4.490204199,5.489226402,212.9924626
3.732548751,4.490387769,5.489409977,212.9924668
3.733243196,4.490571312,5.489593524,212.992471
3.73393764,4.490754817,5.489777034,212.9924752
3.734632085,4.49093829,5.489960512,212.9924793
3.735326529,4.491121728,5.490143954,212.9924835
3.736020974,4.491305137,5.490327368,212.9924877
3.736715418,4.491488503,5.490510739,212.9924919
3.737409863,4.491671843,5.490694083,212.9924961
3.738104307,4.491855141,5.490877386,212.9925003
3.738798751,4.492038401,5.491060651,212.9925045
3.739493196,4.492221629,5.491243883,212.9925087
3.74018764,4.492404824,5.491427084,212.9925128
3.740882085,4.492587981,5.491610245,212.992517
3.741576529,4.492771104,5.491793374,212.9925212
3.742270974,4.492954193,5.491976467,212.9925254
3.742965418,4.493137249,5.492159528,212.9925296
3.743659863,4.493320265,5.492342549,212.9925338
3.744354307,4.493503259,5.492525547,212.992538
3.745048751,4.493686211,5.492708504,212.9925421
3.745743196,4.493869128,5.492891426,212.9925463
3.74643764,4.494052015,5.493074318,212.9925505
3.747132085,4.494234865,5.493257172,212.9925547
3.747826529,4.494417679,5.493439991,212.9925589
3.748520974,4.494600457,5.493622774,212.992563
3.749215418,4.494783203,5.493805524,212.9925672
3.749909863,4.494965914,5.49398824,212.9925714
3.750604307,4.495148596,5.494170926,212.9925756
3.751298751,4.495331231,5.494353566,212.9925797
3.751993196,4.495513837,5.494536177,212.9925839
3.75268764,4.495696401,5.494718746,212.9925881
3.753382085,4.49587894,5.49490129,212.9925923
3.754076529,4.496061435,5.495083789,212.9925964
3.754770974,4.496243904,5.495266263,212.9926006
3.755465418,4.496426341,5.495448705,212.9926048
3.756159863,4.496608751,5.495631119,212.992609
3.756854307,4.496791117,5.49581349,212.9926131
3.757548751,4.496973452,5.495995829,212.9926173
3.758243196,4.49715575,5.496178133,212.9926215
3.75893764,4.497338005,5.496360392,212.9926257
3.759632085,4.497520231,5.496542623,212.9926298
3.760326529,4.497702421,5.496724818,212.992634
3.761020974,4.497884587,5.496906989,212.9926382
3.761715418,4.498066713,5.49708912,212.9926423
3.762409863,4.498248799,5.49727121,212.9926465
3.763104307,4.498430858,5.497453274,212.9926507
3.763798751,4.498612881,5.497635301,212.9926548
3.764493196,4.498794866,5.497817291,212.992659
3.76518764,4.498976827,5.497999257,212.9926632
3.765882085,4.49915875,5.498181185,212.9926673
3.766576529,4.499340634,5.498363073,212.9926715
3.767270974,4.499522485,5.498544928,212.9926757
3.767965418,4.499704307,5.498726755,212.9926798
3.768659863,4.499886087,5.49890854,212.992684
3.769354307,4.500067841,5.499090299,212.9926882
3.770048751,4.500249563,5.499272026,212.9926923
3.770743196,4.500431238,5.499453705,212.9926965
3.77143764,4.500612884,5.499635356,212.9927006
3.772132085,4.500794497,5.499816974,212.9927048
3.772826529,4.500976066,5.499998548,212.992709
3.773520974,4.50115761,5.500180096,212.9927131
3.774215418,4.501339118,5.500361609,212.9927173
3.774909863,4.5015206,5.500543096,212.9927214
3.775604307,4.501702044,5.500724544,212.9927256
3.776298751,4.501883454,5.500905959,212.9927298
3.776993196,4.502064827,5.501087337,212.9927339
3.77768764,4.502246169,5.501268684,212.9927381
3.778382085,4.502427476,5.501449995,212.9927422
3.779076529,4.502608753,5.501631277,212.9927464
3.779770974,4.502789993,5.501812521,212.9927505
3.780465418,4.502971198,5.501993731,212.9927547
3.781159863,4.503152373,5.502174911,212.9927588
3.781854307,4.503333511,5.502356054,212.992763
3.782548751,4.50351461,5.502537157,212.9927671
3.783243196,4.503695679,5.502718231,212.9927713
3.78393764,4.503876708,5.502899265,212.9927754
3.784632085,4.504057712,5.503080273,212.9927796
3.785326529,4.504238677,5.503261243,212.9927837
3.786020974,4.504419614,5.503442185,212.9927879
3.786715418,4.504600518,5.503623094,212.992792
3.787409863,4.504781385,5.503803965,212.9927962
3.788104307,4.504962219,5.503984804,212.9928003
3.788798751,4.505143019,5.504165609,212.9928045
3.789493196,4.505323784,5.504346378,212.9928086
3.79018764,4.505504513,5.504527113,212.9928128
3.790882085,4.50568521,5.504707814,212.9928169
3.791576529,4.505865881,5.504888489,212.9928211
3.792270974,4.50604651,5.505069123,212.9928252
3.792965418,4.506227102,5.50524972,212.9928294
3.793659863,4.506407663,5.505430286,212.9928335
3.794354307,4.506588191,5.505610818,212.9928377
3.795048751,4.506768686,5.505791318,212.9928418
3.795743196,4.506949147,5.505971783,212.9928459
3.79643764,4.507129574,5.506152216,212.9928501
3.797132085,4.507309975,5.506332621,212.9928542
3.797826529,4.507490335,5.506512986,212.9928584
3.798520974,4.507670665,5.50669332,212.9928625
3.799215418,4.507850952,5.506873613,212.9928666
3.799909863,4.508031214,5.507053879,212.9928708
3.800604307,4.508211441,5.50723411,212.9928749
3.801298751,4.508391638,5.507414313,212.9928791
3.801993196,4.508571796,5.507594475,212.9928832
3.80268764,4.508751925,5.507774609,212.9928873
3.803382085,4.508932015,5.507954704,212.9928915
3.804076529,4.509112077,5.50813477,212.9928956
3.804770974,4.509292101,5.508314799,212.9928997
3.805465418,4.509472092,5.508494795,212.9929039
3.806159863,4.509652049,5.508674756,212.992908
3.806854307,4.509831979,5.508854691,212.9929121
3.807548751,4.510011871,5.509034588,212.9929163
3.808243196,4.510191727,5.509214448,212.9929204
3.80893764,4.510371545,5.509394271,212.9929245
3.809632085,4.510551345,5.509574076,212.9929287
3.810326529,4.510731101,5.509753836,212.9929328
3.811020974,4.510910832,5.509933572,212.9929369
3.811715418,4.51109052,5.510113265,212.9929411
3.812409863,4.511270175,5.510292925,212.9929452
3.813104307,4.511449796,5.51047255,212.9929493
3.813798751,4.511629389,5.510652148,212.9929534
3.814493196,4.511808949,5.510831713,212.9929576
3.81518764,4.511988479,5.511011247,212.9929617
3.815882085,4.512167966,5.511190739,212.9929658
3.816576529,4.512347422,5.511370199,212.99297
3.817270974,4.512526842,5.511549624,212.9929741
3.817965418,4.51270623,5.511729017,212.9929782
3.818659863,4.51288559,5.511908382,212.9929823
3.819354307,4.51306491,5.512087707,212.9929865
3.820048751,4.513244209,5.51226701,212.9929906
3.820743196,4.51342347,5.512446276,212.9929947
3.82143764,4.513602689,5.512625499,212.9929988
3.822132085,4.513781882,5.512804697,212.9930029
3.822826529,4.513961041,5.512983861,212.9930071
3.823520974,4.514140168,5.513162993,212.9930112
3.824215418,4.514319259,5.513342088,212.9930153
3.824909863,4.514498319,5.513521153,212.9930194
3.825604307,4.514677346,5.513700184,212.9930235
3.826298751,4.514856338,5.513879181,212.9930277
3.826993196,4.5150353,5.514058147,212.9930318
3.82768764,4.515214229,5.514237081,212.9930359
3.828382085,4.515393118,5.514415976,212.99304
3.829076529,4.515571981,5.514594843,212.9930441
3.829770974,4.515750807,5.514773674,212.9930482
3.830465418,4.515929604,5.514952476,212.9930524
3.831159863,4.516108366,5.515131242,212.9930565
3.831854307,4.516287097,5.515309978,212.9930606
3.832548751,4.516465788,5.515488674,212.9930647
3.833243196,4.51664445,5.51566734,212.9930688
3.83393764,4.516823081,5.515845976,212.9930729
3.834632085,4.517001683,5.516024582,212.993077
3.835326529,4.517180249,5.516203153,212.9930811
3.836020974,4.517358777,5.516381686,212.9930853
3.836715418,4.517537272,5.516560185,212.9930894
3.837409863,4.517715739,5.516738657,212.9930935
3.838104307,4.517894171,5.516917093,212.9930976
3.838798751,4.518072572,5.5170955,212.9931017
3.839493196,4.518250943,5.517273875,212.9931058
3.84018764,4.518429272,5.517452209,212.9931099
3.840882085,4.518607572,5.517630513,212.993114
3.841576529,4.518785841,5.517808788,212.9931181
3.842270974,4.518964076,5.517987027,212.9931222
3.842965418,4.519142278,5.518165233,212.9931263
3.843659863,4.519320448,5.518343408,212.9931304
3.844354307,4.519498588,5.518521553,212.9931345
3.845048751,4.519676691,5.51869966,212.9931386
3.845743196,4.519854758,5.518877732,212.9931427
3.84643764,4.520032798,5.519055776,212.9931468
3.847132085,4.520210801,5.519233785,212.993151
3.847826529,4.520388776,5.519411764,212.9931551
3.848520974,4.520566719,5.519589712,212.9931592
3.849215418,4.520744628,5.519767625,212.9931633
3.849909863,4.520922501,5.519945503,212.9931674
3.850604307,4.521100346,5.520123353,212.9931715
3.851298751,4.521278166,5.520301177,212.9931756
3.851993196,4.521455943,5.520478959,212.9931796
3.85268764,4.52163367,5.520656691,212.9931837
3.853382085,4.52181138,5.520834406,212.9931878
3.854076529,4.52198906,5.52101209,212.9931919
3.854770974,4.522166705,5.521189739,212.993196
3.855465418,4.52234432,5.52136736,212.9932001
3.856159863,4.522521902,5.521544946,212.9932042
3.856854307,4.52269945,5.521722499,212.9932083
3.857548751,4.522876967,5.52190002,212.9932124
3.858243196,4.523054448,5.522077506,212.9932165
3.85893764,4.523231904,5.522254966,212.9932206
3.859632085,4.523409319,5.522432386,212.9932247
3.860326529,4.523586703,5.522609775,212.9932288
3.861020974,4.523764057,5.522787134,212.9932329
3.861715418,4.52394138,5.522964462,212.993237
3.862409863,4.52411867,5.523141756,212.9932411
3.863104307,4.524295918,5.523319008,212.9932451
3.863798751,4.524473136,5.523496231,212.9932492
3.864493196,4.524650323,5.523673423,212.9932533
3.86518764,4.524827484,5.523850589,212.9932574
3.865882085,4.525004609,5.524027719,212.9932615
3.866576529,4.525181698,5.524204813,212.9932656
3.867270974,4.525358761,5.52438188,212.9932697
3.867965418,4.525535787,5.524558911,212.9932738
3.868659863,4.525712789,5.524735918,212.9932778
3.869354307,4.525889749,5.524912881,212.9932819
3.870048751,4.526066679,5.525089817,212.993286
3.870743196,4.526243581,5.525266723,212.9932901
3.87143764,4.526420445,5.525443592,212.9932942
3.872132085,4.526597279,5.525620431,212.9932983
3.872826529,4.526774083,5.525797239,212.9933023
3.873520974,4.526950849,5.52597401,212.9933064
3.874215418,4.527127587,5.526150752,212.9933105
3.874909863,4.527304294,5.526327464,212.9933146
3.875604307,4.527480968,5.526504143,212.9933187
3.876298751,4.527657614,5.526680794,212.9933227
3.876993196,4.527834219,5.526857403,212.9933268
3.87768764,4.528010799,5.527033988,212.9933309
3.878382085,4.528187346,5.52721054,212.993335
3.879076529,4.528363861,5.527387059,212.9933391
3.879770974,4.528540341,5.527563543,212.9933431
3.880465418,4.528716789,5.527739997,212.9933472
3.881159863,4.5288932,5.527916412,212.9933513
3.881854307,4.529069586,5.528092802,212.9933554
3.882548751,4.529245949,5.528269171,212.9933594
3.883243196,4.529422265,5.528445491,212.9933635
3.88393764,4.529598551,5.528621782,212.9933676
3.884632085,4.529774805,5.52879804,212.9933716
3.885326529,4.529951026,5.528974266,212.9933757
3.886020974,4.530127215,5.52915046,212.9933798
3.886715418,4.530303379,5.529326628,212.9933839
3.887409863,4.530479508,5.529502762,212.9933879
3.888104307,4.5306556,5.529678859,212.993392
3.888798751,4.530831661,5.529854924,212.9933961
3.889493196,4.531007692,5.53003096,212.9934001
3.89018764,4.531183687,5.530206959,212.9934042
3.890882085,4.531359655,5.530382933,212.9934083
3.891576529,4.531535584,5.530558866,212.9934123
3.892270974,4.531711481,5.530734768,212.9934164
3.892965418,4.531887349,5.53091064,212.9934205
3.893659863,4.532063189,5.531086485,212.9934245
3.894354307,4.532238994,5.531262294,212.9934286
3.895048751,4.532414764,5.531438069,212.9934327
3.895743196,4.532590506,5.531613815,212.9934367
3.89643764,4.532766217,5.531789532,212.9934408
3.897132085,4.532941898,5.531965217,212.9934449
3.897826529,4.533117541,5.532140864,212.9934489
3.898520974,4.533293154,5.532316482,212.993453
3.899215418,4.533468742,5.532492075,212.993457
3.899909863,4.533644291,5.532667629,212.9934611
3.900604307,4.533819811,5.532843153,212.9934652
3.901298751,4.533995304,5.53301865,212.9934692
3.901993196,4.534170759,5.53319411,212.9934733
3.90268764,4.53434618,5.533369536,212.9934773
3.903382085,4.534521568,5.533544929,212.9934814
3.904076529,4.534696933,5.533720298,212.9934854
3.904770974,4.534872253,5.533895623,212.9934895
3.905465418,4.535047559,5.534070933,212.9934936
3.906159863,4.535222823,5.534246202,212.9934976
3.906854307,4.535398062,5.534421446,212.9935017
3.907548751,4.535573262,5.534596651,212.9935057
3.908243196,4.535748436,5.534771829,212.9935098
3.90893764,4.535923568,5.534946966,212.9935138
3.909632085,4.536098672,5.535122074,212.9935179
3.910326529,4.536273745,5.535297152,212.9935219
3.911020974,4.536448789,5.535472201,212.993526
3.911715418,4.536623799,5.535647215,212.99353
3.912409863,4.536798781,5.535822202,212.9935341
3.913104307,4.536973732,5.535997157,212.9935381
3.913798751,4.53714865,5.53617208,212.9935422
3.914493196,4.537323538,5.536346973,212.9935462
3.91518764,4.537498394,5.536521833,212.9935503
3.915882085,4.537673213,5.536696657,212.9935543
3.916576529,4.537848005,5.536871453,212.9935584
3.917270974,4.538022757,5.537046211,212.9935624
3.917965418,4.538197483,5.537220941,212.9935665
3.918659863,4.538372182,5.537395644,212.9935705
3.919354307,4.538546845,5.537570312,212.9935746
3.920048751,4.538721481,5.537744953,212.9935786
3.920743196,4.538896076,5.537919553,212.9935827
3.92143764,4.539070643,5.538094125,212.9935867
3.922132085,4.53924518,5.538268666,212.9935907
3.922826529,4.539419693,5.538443183,212.9935948
3.923520974,4.539594164,5.538617659,212.9935988
3.924215418,4.539768607,5.538792107,212.9936029
3.924909863,4.539943012,5.538966516,212.9936069
3.925604307,4.540117381,5.53914089,212.9936109
3.926298751,4.54029173,5.539315243,212.993615
3.926993196,4.540466049,5.539489567,212.993619
3.92768764,4.540640338,5.539663861,212.9936231
3.928382085,4.540814597,5.539838124,212.9936271
3.929076529,4.540988825,5.540012358,212.9936311
3.929770974,4.54116302,5.540186557,212.9936352
3.930465418,4.541337179,5.54036072,212.9936392
3.931159863,4.541511312,5.540534858,212.9936432
3.931854307,4.541685411,5.540708962,212.9936473
3.932548751,4.541859481,5.540883036,212.9936513
3.933243196,4.54203351,5.54105707,212.9936553
3.93393764,4.542207518,5.541231083,212.9936594
3.934632085,4.542381491,5.54140506,212.9936634
3.935326529,4.542555428,5.541579002,212.9936674
3.936020974,4.542729333,5.541752912,212.9936715
3.936715418,4.542903213,5.541926796,212.9936755
3.937409863,4.543077065,5.542100652,212.9936795
3.938104307,4.543250877,5.542274469,212.9936836
3.938798751,4.543424657,5.542448254,212.9936876
3.939493196,4.54359841,5.542622011,212.9936916
3.94018764,4.543772131,5.542795737,212.9936957
3.940882085,4.543945812,5.542969423,212.9936997
3.941576529,4.544119477,5.543143093,212.9937037
3.942270974,4.54429311,5.54331673,212.9937077
3.942965418,4.544466716,5.543490341,212.9937118
3.943659863,4.544640287,5.543663916,212.9937158
3.944354307,4.544813825,5.543837459,212.9937198
3.945048751,4.544987333,5.544010971,212.9937238
3.945743196,4.545160804,5.544184447,212.9937279
3.94643764,4.545334244,5.544357892,212.9937319
3.947132085,4.545507658,5.54453131,212.9937359
3.947826529,4.545681038,5.544704695,212.9937399
3.948520974,4.545854386,5.544878047,212.993744
3.949215418,4.546027703,5.545051369,212.993748
3.949909863,4.546200987,5.545224658,212.993752
3.950604307,4.546374241,5.545397916,212.993756
3.951298751,4.546547464,5.545571144,212.99376
3.951993196,4.546720659,5.545744343,212.9937641
3.95268764,4.546893823,5.545917512,212.9937681
3.953382085,4.547066947,5.546090641,212.9937721
3.954076529,4.547240056,5.546263755,212.9937761
3.954770974,4.547413125,5.546436828,212.9937801
3.955465418,4.547586171,5.546609879,212.9937841
3.956159863,4.547759172,5.546782884,212.9937882
3.956854307,4.54793215,5.546955867,212.9937922
3.957548751,4.548105095,5.547128816,212.9937962
3.958243196,4.548278007,5.547301733,212.9938002
3.95893764,4.548450896,5.547474627,212.9938042
3.959632085,4.548623749,5.547647484,212.9938082
3.960326529,4.548796565,5.547820305,212.9938122
3.961020974,4.548969357,5.547993101,212.9938163
3.961715418,4.549142119,5.548165868,212.9938203
3.962409863,4.549314849,5.548338603,212.9938243
3.963104307,4.549487548,5.548511306,212.9938283
3.963798751,4.549660227,5.54868399,212.9938323
3.964493196,4.549832864,5.548856631,212.9938363
3.96518764,4.550005471,5.549029243,212.9938403
3.965882085,4.55017804,5.549201816,212.9938443
3.966576529,4.550350587,5.549374369,212.9938483
3.967270974,4.550523098,5.549546884,212.9938523
3.967965418,4.550695581,5.549719372,212.9938563
3.968659863,4.55086803,5.549891825,212.9938603
3.969354307,4.551040453,5.550064253,212.9938644
3.970048751,4.551212843,5.550236647,212.9938684
3.970743196,4.551385205,5.550409014,212.9938724
3.97143764,4.551557539,5.550581352,212.9938764
3.972132085,4.551729835,5.550753653,212.9938804
3.972826529,4.551902106,5.550925929,212.9938844
3.973520974,4.552074346,5.551098173,212.9938884
3.974215418,4.552246555,5.551270387,212.9938924
3.974909863,4.552418727,5.551442564,212.9938964
3.975604307,4.55259087,5.551614711,212.9939004
3.976298751,4.552762985,5.551786831,212.9939044
3.976993196,4.552935072,5.551958922,212.9939084
3.97768764,4.553107121,5.552130976,212.9939124
3.978382085,4.55327915,5.55230301,212.9939164
3.979076529,4.553451148,5.552475012,212.9939204
3.979770974,4.553623117,5.552646985,212.9939244
3.980465418,4.553795054,5.552818928,212.9939284
3.981159863,4.553966953,5.552990831,212.9939324
3.981854307,4.554138822,5.553162704,212.9939364
3.982548751,4.554310653,5.55333454,212.9939404
3.983243196,4.554482455,5.553506347,212.9939443
3.98393764,4.55465423,5.553678126,212.9939483
3.984632085,4.554825983,5.553849884,212.9939523
3.985326529,4.554997699,5.554021605,212.9939563
3.986020974,4.555169389,5.554193299,212.9939603
3.986715418,4.555341054,5.554364969,212.9939643
3.987409863,4.555512683,5.554536602,212.9939683
3.988104307,4.555684279,5.554708203,212.9939723
3.988798751,4.555855843,5.554879772,212.9939763
3.989493196,4.556027379,5.555051313,212.9939803
3.99018764,4.556198882,5.55522282,212.9939843
3.990882085,4.556370356,5.555394299,212.9939882
3.991576529,4.556541795,5.555565742,212.9939922
3.992270974,4.556713209,5.555737161,212.9939962
3.992965418,4.556884597,5.555908553,212.9940002
3.993659863,4.557055947,5.556079907,212.9940042
3.994354307,4.557227269,5.556251234,212.9940082
3.995048751,4.55739856,5.55642253,212.9940122
3.995743196,4.557569822,5.556593796,212.9940162
