% Model,Varennes_GD_gfunc.mph,,
% Version,COMSOL 5.2.1.262,,
% Date,"Apr 12 2020, 10:14",,
% Table,Tcalc - ,,
% Temps (d),"Température (degC), EWT","Température (degC), LWT","Charge hydraulique (m), Charge hydraulique au puits"
0.88393764,3.049921078,4.048922102,212.9768317
0.884632085,3.05071404,4.049715066,212.9768312
0.885326529,3.051506384,4.050507414,212.9768308
0.886020974,3.052298108,4.05129914,212.9768303
0.886715418,3.053089206,4.052090241,212.9768299
0.887409863,3.05387968,4.052880717,212.9768294
0.888104307,3.054669538,4.053670578,212.976829
0.888798751,3.055458782,4.054459825,212.9768285
0.889493196,3.056247403,4.055248449,212.9768281
0.89018764,3.057035416,4.056036465,212.9768277
0.890882085,3.057822811,4.056823862,212.9768273
0.891576529,3.058609595,4.057610649,212.9768269
0.892270974,3.059395762,4.058396819,212.9768264
0.892965418,3.060181318,4.059182378,212.976826
0.893659863,3.06096626,4.059967323,212.9768256
0.894354307,3.061750584,4.06075165,212.9768253
0.895048751,3.06253431,4.061535379,212.9768249
0.895743196,3.063317426,4.062318497,212.9768245
0.89643764,3.064099933,4.063101007,212.9768241
0.897132085,3.064881832,4.063882909,212.9768237
0.897826529,3.065663126,4.064664206,212.9768234
0.898520974,3.066443819,4.065444902,212.976823
0.899215418,3.067223913,4.066224999,212.9768226
0.899909863,3.068003402,4.067004491,212.9768223
0.900604307,3.068782291,4.067783382,212.976822
0.901298751,3.069560572,4.068561666,212.9768216
0.901993196,3.070338253,4.069339351,212.9768213
0.90268764,3.071115332,4.070116432,212.976821
0.903382085,3.071891815,4.070892919,212.9768206
0.904076529,3.072667697,4.071668803,212.9768203
0.904770974,3.073442978,4.072444087,212.97682
0.905465418,3.074217667,4.073218779,212.9768197
0.906159863,3.074991767,4.073992883,212.9768194
0.906854307,3.075765269,4.074766387,212.9768191
0.907548751,3.076538182,4.075539303,212.9768188
0.908243196,3.077310495,4.076311619,212.9768185
0.90893764,3.078082223,4.07708335,212.9768182
0.909632085,3.078853366,4.077854497,212.976818
0.910326529,3.079623918,4.078625051,212.9768177
0.911020974,3.080393877,4.079395013,212.9768174
0.911715418,3.081163249,4.080164388,212.9768172
0.912409863,3.081932035,4.080933178,212.9768169
0.913104307,3.082700236,4.081701381,212.9768167
0.913798751,3.083467847,4.082468996,212.9768164
0.914493196,3.084234881,4.083236033,212.9768162
0.91518764,3.085001332,4.084002486,212.976816
0.915882085,3.085767195,4.084768352,212.9768157
0.916576529,3.086532481,4.085533642,212.9768155
0.917270974,3.087297185,4.086298349,212.9768153
0.917965418,3.088061309,4.087062476,212.9768151
0.918659863,3.088824849,4.087826019,212.9768149
0.919354307,3.089587817,4.08858899,212.9768147
0.920048751,3.090350213,4.08935139,212.9768145
0.920743196,3.091112024,4.090113204,212.9768143
0.92143764,3.091873256,4.090874438,212.9768141
0.922132085,3.092633921,4.091635107,212.9768139
0.922826529,3.093394009,4.092395197,212.9768137
0.923520974,3.094153527,4.093154719,212.9768136
0.924215418,3.094912468,4.093913663,212.9768134
0.924909863,3.095670835,4.094672033,212.9768133
0.925604307,3.09642863,4.095429831,212.9768131
0.926298751,3.097185866,4.096187071,212.976813
0.926993196,3.097942524,4.096943732,212.9768128
0.92768764,3.098698616,4.097699827,212.9768127
0.928382085,3.099454148,4.098455362,212.9768125
0.929076529,3.100209108,4.099210325,212.9768124
0.929770974,3.100963505,4.099964725,212.9768123
0.930465418,3.101717337,4.100718561,212.9768122
0.931159863,3.102470606,4.101471833,212.9768121
0.931854307,3.103223311,4.102224542,212.976812
0.932548751,3.103975451,4.102976685,212.9768118
0.933243196,3.104727032,4.103728269,212.9768118
0.93393764,3.10547805,4.10447929,212.9768117
0.934632085,3.106228507,4.105229751,212.9768116
0.935326529,3.1069784,4.105979647,212.9768115
0.936020974,3.107727739,4.106728989,212.9768114
0.936715418,3.108476517,4.10747777,212.9768113
0.937409863,3.109224745,4.108226002,212.9768113
0.938104307,3.109972415,4.108973675,212.9768112
0.938798751,3.110719533,4.109720796,212.9768112
0.939493196,3.111466097,4.110467363,212.9768111
0.94018764,3.112212107,4.111213377,212.9768111
0.940882085,3.112957568,4.111958841,212.976811
0.941576529,3.113702471,4.112703748,212.976811
0.942270974,3.114446829,4.113448109,212.976811
0.942965418,3.115190632,4.114191915,212.976811
0.943659863,3.115933893,4.114935179,212.9768109
0.944354307,3.116676611,4.1156779,212.9768109
0.945048751,3.117418781,4.116420074,212.9768109
0.945743196,3.118160404,4.1171617,212.9768109
0.94643764,3.118901487,4.117902786,212.9768109
0.947132085,3.119642031,4.118643334,212.9768109
0.947826529,3.120382023,4.119383329,212.9768109
0.948520974,3.121121472,4.120122782,212.9768109
0.949215418,3.121860373,4.120861686,212.976811
0.949909863,3.122598739,4.121600056,212.976811
0.950604307,3.123336555,4.122337875,212.976811
0.951298751,3.124073827,4.12307515,212.9768111
0.951993196,3.124810549,4.123811876,212.9768111
0.95268764,3.125546735,4.124548065,212.9768112
0.953382085,3.12628238,4.125283714,212.9768112
0.954076529,3.127017494,4.126018831,212.9768113
0.954770974,3.127752067,4.126753407,212.9768113
0.955465418,3.128486106,4.127487449,212.9768114
0.956159863,3.129219611,4.128220958,212.9768115
0.956854307,3.129952582,4.128953933,212.9768116
0.957548751,3.13068502,4.129686374,212.9768116
0.958243196,3.13141692,4.130418278,212.9768117
0.95893764,3.132148284,4.131149645,212.9768118
0.959632085,3.132879115,4.131880479,212.9768119
0.960326529,3.133609414,4.132610782,212.976812
0.961020974,3.134339186,4.133340558,212.9768121
0.961715418,3.135068435,4.13406981,212.9768122
0.962409863,3.135797147,4.134798526,212.9768124
0.963104307,3.136525343,4.135526726,212.9768125
0.963798751,3.137253007,4.136254393,212.9768126
0.964493196,3.137980144,4.136981534,212.9768127
0.96518764,3.138706758,4.13770815,212.9768129
0.965882085,3.139432845,4.138434241,212.976813
0.966576529,3.140158411,4.13915981,212.9768132
0.967270974,3.14088345,4.139884853,212.9768133
0.967965418,3.141607958,4.140609365,212.9768135
0.968659863,3.142331955,4.141333365,212.9768137
0.969354307,3.143055423,4.142056837,212.9768138
0.970048751,3.143778373,4.142779791,212.976814
0.970743196,3.144500805,4.143502226,212.9768142
0.97143764,3.145222719,4.144224143,212.9768144
0.972132085,3.145944118,4.144945547,212.9768146
0.972826529,3.146664992,4.145666424,212.9768148
0.973520974,3.147385345,4.146386781,212.976815
0.974215418,3.148105186,4.147106625,212.9768152
0.974909863,3.148824515,4.147825957,212.9768154
0.975604307,3.149543334,4.148544781,212.9768156
0.976298751,3.150261636,4.149263086,212.9768158
0.976993196,3.150979425,4.149980878,212.976816
0.97768764,3.151696698,4.150698155,212.9768163
0.978382085,3.152413465,4.151414925,212.9768165
0.979076529,3.153129716,4.15213118,212.9768167
0.979770974,3.153845454,4.152846923,212.976817
0.980465418,3.154560684,4.153562156,212.9768172
0.981159863,3.155275401,4.154276877,212.9768175
0.981854307,3.155989611,4.15499109,212.9768177
0.982548751,3.15670332,4.155704803,212.976818
0.983243196,3.157416529,4.156418016,212.9768183
0.98393764,3.158129224,4.157130714,212.9768185
0.984632085,3.158841415,4.157842909,212.9768188
0.985326529,3.159553096,4.158554594,212.9768191
0.986020974,3.160264276,4.159265777,212.9768194
0.986715418,3.160974952,4.159976457,212.9768197
0.987409863,3.161685127,4.160686636,212.97682
0.988104307,3.162394802,4.161396314,212.9768203
0.988798751,3.163103972,4.162105488,212.9768206
0.989493196,3.163812642,4.162814162,212.9768209
0.99018764,3.164520811,4.163522335,212.9768213
0.990882085,3.165228482,4.164230009,212.9768216
0.991576529,3.165935657,4.164937188,212.9768219
0.992270974,3.166642333,4.165643868,212.9768222
0.992965418,3.167348506,4.166350045,212.9768226
0.993659863,3.168054188,4.16705573,212.9768229
0.994354307,3.16875937,4.167760916,212.9768233
0.995048751,3.169464052,4.168465601,212.9768236
0.995743196,3.170168239,4.169169793,212.976824
0.99643764,3.170871944,4.169873501,212.9768243
0.997132085,3.171575142,4.170576703,212.9768247
0.997826529,3.172277862,4.171279427,212.9768251
0.998520974,3.172980094,4.171981663,212.9768255
0.999215418,3.173681832,4.172683404,212.9768258
0.999909863,3.174383071,4.173384647,212.9768262
1.000604307,3.175083829,4.174085409,212.9768266
1.001298751,3.175784097,4.174785681,212.976827
1.001993196,3.17648387,4.175485458,212.9768274
1.00268764,3.177183157,4.176184748,212.9768278
1.003382085,3.177881958,4.176883553,212.9768282
1.004076529,3.17858027,4.177581869,212.9768287
1.004770974,3.179278098,4.178279701,212.9768291
1.005465418,3.179975444,4.178977051,212.9768295
1.006159863,3.180672303,4.179673914,212.9768299
1.006854307,3.181368678,4.180370293,212.9768304
1.007548751,3.182064567,4.181066185,212.9768308
1.008243196,3.182759983,4.181761605,212.9768313
1.00893764,3.183454912,4.182456538,212.9768317
1.009632085,3.184149361,4.183150991,212.9768322
1.010326529,3.184843326,4.18384496,212.9768326
1.011020974,3.185536817,4.184538455,212.9768331
1.011715418,3.186229834,4.185231475,212.9768336
1.012409863,3.186922364,4.185924009,212.9768341
1.013104307,3.187614416,4.186616065,212.9768345
1.013798751,3.188305993,4.187307647,212.976835
1.014493196,3.188997095,4.187998752,212.9768355
1.01518764,3.189687716,4.188689377,212.976836
1.015882085,3.190377863,4.189379528,212.9768365
1.016576529,3.191067541,4.19006921,212.976837
1.017270974,3.191756742,4.190758415,212.9768375
1.017965418,3.192445465,4.191447142,212.976838
1.018659863,3.193133713,4.192135394,212.9768386
1.019354307,3.19382149,4.192823175,212.9768391
1.020048751,3.1945088,4.193510488,212.9768396
1.020743196,3.195195634,4.194197326,212.9768401
1.02143764,3.195881994,4.19488369,212.9768407
1.022132085,3.19656789,4.19556959,212.9768412
1.022826529,3.197253319,4.196255023,212.9768418
1.023520974,3.197938278,4.196939986,212.9768423
1.024215418,3.198622764,4.197624476,212.9768429
1.024909863,3.19930679,4.198308506,212.9768434
1.025604307,3.199990351,4.198992071,212.976844
1.026298751,3.200673446,4.19967517,212.9768446
1.026993196,3.201356076,4.200357804,212.9768452
1.02768764,3.202038229,4.201039961,212.9768457
1.028382085,3.202719926,4.201721662,212.9768463
1.029076529,3.203401156,4.202402896,212.9768469
1.029770974,3.204081923,4.203083668,212.9768475
1.030465418,3.20476223,4.203763979,212.9768481
1.031159863,3.205442079,4.204443831,212.9768487
1.031854307,3.206121467,4.205123223,212.9768493
1.032548751,3.206800396,4.205802157,212.9768499
1.033243196,3.207478866,4.20648063,212.9768506
1.03393764,3.208156873,4.207158641,212.9768512
1.034632085,3.208834414,4.207836186,212.9768518
1.035326529,3.209511508,4.208513284,212.9768524
1.036020974,3.210188133,4.209189913,212.9768531
1.036715418,3.210864311,4.209866095,212.9768537
1.037409863,3.211540026,4.210541814,212.9768544
1.038104307,3.212215286,4.211217079,212.976855
1.038798751,3.21289009,4.211891887,212.9768557
1.039493196,3.213564441,4.212566242,212.9768563
1.04018764,3.214238346,4.213240151,212.976857
1.040882085,3.214911796,4.213913605,212.9768577
1.041576529,3.215584796,4.214586609,212.9768584
1.042270974,3.216257341,4.215259158,212.976859
1.042965418,3.216929433,4.215931255,212.9768597
1.043659863,3.217601079,4.216602904,212.9768604
1.044354307,3.218272275,4.217274105,212.9768611
1.045048751,3.218943017,4.217944851,212.9768618
1.045743196,3.219613308,4.218615145,212.9768625
1.04643764,3.220283154,4.219284995,212.9768632
1.047132085,3.220952547,4.219954393,212.976864
1.047826529,3.2216215,4.22062335,212.9768647
1.048520974,3.222290005,4.221291859,212.9768654
1.049215418,3.222958062,4.22195992,212.9768661
1.049909863,3.223625676,4.222627538,212.9768669
1.050604307,3.224292836,4.223294703,212.9768676
1.051298751,3.224959563,4.223961434,212.9768683
1.051993196,3.225625843,4.224627717,212.9768691
1.05268764,3.226291675,4.225293554,212.9768698
1.053382085,3.226957068,4.225958951,212.9768706
1.054076529,3.22762201,4.226623897,212.9768713
1.054770974,3.228286516,4.227288408,212.9768721
1.055465418,3.22895058,4.227952476,212.9768729
1.056159863,3.229614207,4.228616107,212.9768737
1.056854307,3.2302774,4.229279304,212.9768744
1.057548751,3.230940149,4.229942058,212.9768752
1.058243196,3.231602458,4.23060437,212.976876
1.05893764,3.23226433,4.231266247,212.9768768
1.059632085,3.232925764,4.231927685,212.9768776
1.060326529,3.233586762,4.232588687,212.9768784
1.061020974,3.23424732,4.233249249,212.9768792
1.061715418,3.234907448,4.233909382,212.97688
1.062409863,3.235567147,4.234569085,212.9768808
1.063104307,3.236226396,4.235228338,212.9768817
1.063798751,3.236885219,4.235887165,212.9768825
1.064493196,3.237543607,4.236545557,212.9768833
1.06518764,3.23820156,4.237203515,212.9768842
1.065882085,3.238859082,4.23786104,212.976885
1.066576529,3.239516171,4.238518134,212.9768858
1.067270974,3.24017283,4.239174797,212.9768867
1.067965418,3.240829067,4.239831038,212.9768875
1.068659863,3.241484876,4.240486852,212.9768884
1.069354307,3.242140247,4.241142227,212.9768893
1.070048751,3.242795194,4.241797178,212.9768901
1.070743196,3.243449707,4.242451696,212.976891
1.07143764,3.244103793,4.243105785,212.9768919
1.072132085,3.244757455,4.243759452,212.9768928
1.072826529,3.245410684,4.244412685,212.9768936
1.073520974,3.246063483,4.245065489,212.9768945
1.074215418,3.246715865,4.245717875,212.9768954
1.074909863,3.247367813,4.246369827,212.9768963
1.075604307,3.248019342,4.24702136,212.9768972
1.076298751,3.248670444,4.247672467,212.9768981
1.076993196,3.249321121,4.248323148,212.976899
1.07768764,3.249971374,4.248973406,212.9769
1.078382085,3.250621206,4.249623241,212.9769009
1.079076529,3.25127062,4.25027266,212.9769018
1.079770974,3.251919609,4.250921653,212.9769027
1.080465418,3.252568182,4.251570231,212.9769037
1.081159863,3.253216335,4.252218388,212.9769046
1.081854307,3.253864062,4.252866119,212.9769056
1.082548751,3.254511372,4.253513433,212.9769065
1.083243196,3.255158265,4.254160331,212.9769075
1.08393764,3.25580474,4.25480681,212.9769084
1.084632085,3.256450796,4.255452871,212.9769094
1.085326529,3.257096442,4.256098521,212.9769104
1.086020974,3.257741673,4.256743756,212.9769113
1.086715418,3.258386484,4.257388571,212.9769123
1.087409863,3.259030871,4.258032963,212.9769133
1.088104307,3.259674844,4.25867694,212.9769143
1.088798751,3.260318399,4.259320499,212.9769153
1.089493196,3.260961547,4.259963652,212.9769162
1.09018764,3.261604277,4.260606386,212.9769173
1.090882085,3.262246599,4.261248713,212.9769183
1.091576529,3.262888507,4.261890625,212.9769193
1.092270974,3.263530006,4.262532129,212.9769203
1.092965418,3.264171092,4.263173219,212.9769213
1.093659863,3.264811769,4.2638139,212.9769223
1.094354307,3.265452041,4.264454177,212.9769233
1.095048751,3.266091893,4.265094033,212.9769244
1.095743196,3.266731338,4.265733482,212.9769254
1.09643764,3.267370368,4.266372517,212.9769264
1.097132085,3.268008987,4.26701114,212.9769275
1.097826529,3.268647195,4.267649353,212.9769285
1.098520974,3.269285002,4.268287164,212.9769296
1.099215418,3.269922403,4.268924569,212.9769306
1.099909863,3.270559406,4.269561577,212.9769317
1.100604307,3.271196008,4.270198183,212.9769328
1.101298751,3.271832203,4.270834383,212.9769339
1.101993196,3.272468,4.271470184,212.9769349
1.10268764,3.273103373,4.272105561,212.976936
1.103382085,3.273738351,4.272740544,212.9769371
1.104076529,3.274372923,4.273375121,212.9769382
1.104770974,3.275007098,4.2740093,212.9769393
1.105465418,3.275640864,4.274643071,212.9769404
1.106159863,3.276274228,4.275276439,212.9769415
1.106854307,3.276907188,4.275909403,212.9769426
1.107548751,3.277539751,4.276541971,212.9769437
1.108243196,3.278171912,4.277174136,212.9769448
1.10893764,3.278803669,4.277805898,212.9769459
1.109632085,3.279435031,4.278437264,212.976947
1.110326529,3.280065998,4.279068235,212.9769482
1.111020974,3.280696565,4.279698807,212.9769493
1.111715418,3.281326733,4.280328979,212.9769504
1.112409863,3.281956512,4.280958762,212.9769516
1.113104307,3.282585885,4.28158814,212.9769527
1.113798751,3.28321486,4.28221712,212.9769539
1.114493196,3.28384344,4.282845705,212.976955
1.11518764,3.284471626,4.283473895,212.9769562
1.115882085,3.285099421,4.284101695,212.9769574
1.116576529,3.285726819,4.284729097,212.9769585
1.117270974,3.286353824,4.285356106,212.9769597
1.117965418,3.286980428,4.285982715,212.9769609
1.118659863,3.287606645,4.286608936,212.9769621
1.119354307,3.288232459,4.287234755,212.9769632
1.120048751,3.28885788,4.28786018,212.9769644
1.120743196,3.289482917,4.288485222,212.9769656
1.12143764,3.290107565,4.289109875,212.9769668
1.122132085,3.29073182,4.289734134,212.976968
1.122826529,3.291355688,4.290358007,212.9769692
1.123520974,3.29197917,4.290981493,212.9769704
1.124215418,3.292602256,4.291604583,212.9769717
1.124909863,3.293224968,4.2922273,212.9769729
1.125604307,3.293847286,4.292849623,212.9769741
1.126298751,3.294469214,4.293471555,212.9769753
1.126993196,3.295090758,4.294093104,212.9769766
1.12768764,3.295711915,4.294714265,212.9769778
1.128382085,3.296332678,4.295335033,212.976979
1.129076529,3.296953057,4.295955417,212.9769803
1.129770974,3.297573049,4.296575413,212.9769815
1.130465418,3.29819266,4.297195028,212.9769828
1.131159863,3.298811882,4.297814255,212.9769841
1.131854307,3.299430723,4.298433101,212.9769853
1.132548751,3.300049182,4.299051564,212.9769866
1.133243196,3.300667262,4.299669649,212.9769879
1.13393764,3.301284952,4.300287343,212.9769891
1.134632085,3.301902257,4.300904653,212.9769904
1.135326529,3.302519186,4.301521587,212.9769917
1.136020974,3.303135727,4.302138133,212.976993
1.136715418,3.303751894,4.302754304,212.9769943
1.137409863,3.304367673,4.303370088,212.9769956
1.138104307,3.304983072,4.303985491,212.9769969
1.138798751,3.305598095,4.304600518,212.9769982
1.139493196,3.30621274,4.305215168,212.9769995
1.14018764,3.306827009,4.305829442,212.9770008
1.140882085,3.307440898,4.306443335,212.9770021
1.141576529,3.308054412,4.307056854,212.9770035
1.142270974,3.308667552,4.307669999,212.9770048
1.142965418,3.309280318,4.308282769,212.9770061
1.143659863,3.309892703,4.308895159,212.9770075
1.144354307,3.310504711,4.309507172,212.9770088
1.145048751,3.311116343,4.310118808,212.9770101
1.145743196,3.311727603,4.310730073,212.9770115
1.14643764,3.312338483,4.311340958,212.9770129
1.147132085,3.312948988,4.311951467,212.9770142
1.147826529,3.313559125,4.312561609,212.9770156
1.148520974,3.314168894,4.313171383,212.9770169
1.149215418,3.314778291,4.313780784,212.9770183
1.149909863,3.315387313,4.314389811,212.9770197
1.150604307,3.315995955,4.314998458,212.9770211
1.151298751,3.316604241,4.315606748,212.9770225
1.151993196,3.317212147,4.316214658,212.9770238
1.15268764,3.317819682,4.316822198,212.9770252
1.153382085,3.318426847,4.317429368,212.9770266
1.154076529,3.319033634,4.31803616,212.977028
1.154770974,3.319640062,4.318642592,212.9770294
1.155465418,3.320246122,4.319248657,212.9770308
1.156159863,3.320851804,4.319854344,212.9770323
1.156854307,3.321457124,4.320459668,212.9770337
1.157548751,3.322062083,4.321064632,212.9770351
1.158243196,3.322666671,4.321669225,212.9770365
1.15893764,3.323270889,4.322273448,212.9770379
1.159632085,3.323874741,4.322877304,212.9770394
1.160326529,3.324478226,4.323480794,212.9770408
1.161020974,3.32508135,4.324083923,212.9770423
1.161715418,3.325684113,4.32468669,212.9770437
1.162409863,3.326286513,4.325289095,212.9770452
1.163104307,3.326888545,4.325891132,212.9770466
1.163798751,3.327490212,4.326492804,212.9770481
1.164493196,3.328091527,4.327094124,212.9770495
1.16518764,3.328692463,4.327695064,212.977051
1.165882085,3.329293045,4.328295651,212.9770525
1.166576529,3.329893269,4.328895879,212.977054
1.167270974,3.330493131,4.329495746,212.9770554
1.167965418,3.331092633,4.330095253,212.9770569
1.168659863,3.331691777,4.330694401,212.9770584
1.169354307,3.332290555,4.331293185,212.9770599
1.170048751,3.332888979,4.331891613,212.9770614
1.170743196,3.33348704,4.332489679,212.9770629
1.17143764,3.334084741,4.333087385,212.9770644
1.172132085,3.334682085,4.333684733,212.9770659
1.172826529,3.33527906,4.334281713,212.9770674
1.173520974,3.335875681,4.334878339,212.977069
1.174215418,3.33647195,4.335474612,212.9770705
1.174909863,3.337067865,4.336070532,212.977072
1.175604307,3.337663429,4.336666101,212.9770735
1.176298751,3.338258633,4.33726131,212.9770751
1.176993196,3.338853483,4.337856164,212.9770766
1.17768764,3.339447978,4.338450664,212.9770782
1.178382085,3.340042117,4.339044809,212.9770797
1.179076529,3.340635901,4.339638597,212.9770812
1.179770974,3.341229336,4.340232036,212.9770828
1.180465418,3.341822417,4.340825122,212.9770844
1.181159863,3.342415145,4.341417856,212.9770859
1.181854307,3.343007521,4.342010236,212.9770875
1.182548751,3.343599548,4.342602268,212.9770891
1.183243196,3.344191225,4.34319395,212.9770906
1.18393764,3.344782551,4.343785281,212.9770922
1.184632085,3.345373523,4.344376257,212.9770938
1.185326529,3.345964146,4.344966885,212.9770954
1.186020974,3.34655441,4.345557154,212.977097
1.186715418,3.347144329,4.346147078,212.9770986
1.187409863,3.347733902,4.346736655,212.9771002
1.188104307,3.34832313,4.347325888,212.9771018
1.188798751,3.348912003,4.347914766,212.9771034
1.189493196,3.349500528,4.348503295,212.977105
1.19018764,3.350088699,4.349091472,212.9771066
1.190882085,3.350676534,4.349679311,212.9771082
1.191576529,3.351264021,4.350266803,212.9771099
1.192270974,3.351851156,4.350853943,212.9771115
1.192965418,3.352437945,4.351440737,212.9771131
1.193659863,3.353024391,4.352027187,212.9771148
1.194354307,3.353610497,4.352613299,212.9771164
1.195048751,3.354196261,4.353199067,212.977118
1.195743196,3.354781677,4.353784488,212.9771197
1.19643764,3.355366751,4.354369567,212.9771213
1.197132085,3.355951484,4.354954305,212.977123
1.197826529,3.35653587,4.355538696,212.9771247
1.198520974,3.357119918,4.356122749,212.9771263
1.199215418,3.357703618,4.356706453,212.977128
1.199909863,3.358286978,4.357289818,212.9771297
1.200604307,3.358869993,4.357872838,212.9771313
1.201298751,3.359452672,4.358455522,212.977133
1.201993196,3.360035006,4.359037861,212.9771347
1.20268764,3.360617003,4.359619862,212.9771364
1.203382085,3.361198651,4.360201515,212.9771381
1.204076529,3.361779974,4.360782843,212.9771398
1.204770974,3.362360997,4.361363871,212.9771415
1.205465418,3.362941731,4.36194461,212.9771432
1.206159863,3.363522176,4.36252506,212.9771449
1.206854307,3.364102339,4.363105228,212.9771466
1.207548751,3.364682209,4.363685102,212.9771483
1.208243196,3.36526178,4.364264679,212.9771501
1.20893764,3.365841039,4.364843943,212.9771518
1.209632085,3.366419981,4.36542289,212.9771535
1.210326529,3.366998599,4.366001512,212.9771552
1.211020974,3.367576878,4.366579796,212.977157
1.211715418,3.368154831,4.367157754,212.9771587
1.212409863,3.368732442,4.36773537,212.9771605
1.213104307,3.369309706,4.368312639,212.9771622
1.213798751,3.369886626,4.368889564,212.977164
1.214493196,3.370463197,4.36946614,212.9771657
1.21518764,3.371039417,4.370042365,212.9771675
1.215882085,3.371615277,4.37061823,212.9771693
1.216576529,3.372190787,4.371193745,212.977171
1.217270974,3.372765951,4.371768913,212.9771728
1.217965418,3.373340756,4.372343723,212.9771746
1.218659863,3.373915217,4.37291819,212.9771764
1.219354307,3.37448933,4.373492307,212.9771781
1.220048751,3.375063092,4.374066074,212.9771799
1.220743196,3.375636509,4.374639496,212.9771817
1.22143764,3.376209571,4.375212563,212.9771835
1.222132085,3.376782293,4.37578529,212.9771853
1.222826529,3.377354673,4.376357675,212.9771871
1.223520974,3.377926717,4.376929724,212.9771889
1.224215418,3.378498433,4.377501445,212.9771907
1.224909863,3.379069811,4.378072827,212.9771926
1.225604307,3.379640845,4.378643866,212.9771944
1.226298751,3.380211553,4.379214579,212.9771962
1.226993196,3.380781917,4.379784948,212.977198
1.22768764,3.381351949,4.380354985,212.9771999
1.228382085,3.38192166,4.380924701,212.9772017
1.229076529,3.382491036,4.381494082,212.9772035
1.229770974,3.383060086,4.382063137,212.9772054
1.230465418,3.38362881,4.382631867,212.9772072
1.231159863,3.384197211,4.383200272,212.9772091
1.231854307,3.38476528,4.383768346,212.9772109
1.232548751,3.385333029,4.3843361,212.9772128
1.233243196,3.385900455,4.384903531,212.9772147
1.23393764,3.386467565,4.385470646,212.9772165
1.234632085,3.387034347,4.386037433,212.9772184
1.235326529,3.387600813,4.386603904,212.9772203
1.236020974,3.388166958,4.387170054,212.9772222
1.236715418,3.388732788,4.387735889,212.977224
1.237409863,3.389298302,4.388301408,212.9772259
1.238104307,3.389863494,4.388866605,212.9772278
1.238798751,3.390428371,4.389431487,212.9772297
1.239493196,3.390992923,4.389996044,212.9772316
1.24018764,3.391557158,4.390560284,212.9772335
1.240882085,3.392121076,4.391124206,212.9772354
1.241576529,3.392684682,4.391687818,212.9772373
1.242270974,3.393247972,4.392251113,212.9772392
1.242965418,3.393810937,4.392814083,212.9772411
1.243659863,3.394373587,4.393376738,212.9772431
1.244354307,3.394935921,4.393939077,212.977245
1.245048751,3.395497938,4.394501098,212.9772469
1.245743196,3.396059641,4.395062806,212.9772488
1.24643764,3.396621034,4.395624205,212.9772508
1.247132085,3.397182104,4.39618528,212.9772527
1.247826529,3.397742852,4.396746033,212.9772547
1.248520974,3.398303289,4.397306475,212.9772566
1.249215418,3.398863408,4.397866598,212.9772586
1.249909863,3.399423202,4.398426397,212.9772605
1.250604307,3.399982694,4.398985895,212.9772625
1.251298751,3.400541868,4.399545074,212.9772644
1.251993196,3.401100729,4.40010394,212.9772664
1.25268764,3.401659273,4.400662489,212.9772684
1.253382085,3.402217504,4.401220725,212.9772703
1.254076529,3.402775417,4.401778643,212.9772723
1.254770974,3.403333017,4.402336248,212.9772743
1.255465418,3.403890302,4.402893538,212.9772763
1.256159863,3.404447274,4.403450515,212.9772783
1.256854307,3.405003919,4.404007165,212.9772803
1.257548751,3.405560252,4.404563504,212.9772823
1.258243196,3.406116271,4.405119527,212.9772843
1.25893764,3.406671985,4.405675246,212.9772863
1.259632085,3.407227371,4.406230637,212.9772883
1.260326529,3.407782452,4.406785723,212.9772903
1.261020974,3.408337217,4.407340493,212.9772923
1.261715418,3.408891676,4.407894958,212.9772943
1.262409863,3.409445824,4.408449111,212.9772964
1.263104307,3.409999663,4.409002954,212.9772984
1.263798751,3.410553193,4.409556489,212.9773004
1.264493196,3.411106403,4.410109705,212.9773024
1.26518764,3.411659308,4.410662615,212.9773045
1.265882085,3.412211909,4.41121522,212.9773065
1.266576529,3.412764192,4.411767508,212.9773086
1.267270974,3.413316172,4.412319494,212.9773106
1.267965418,3.413867838,4.412871165,212.9773127
1.268659863,3.414419197,4.413422529,212.9773147
1.269354307,3.414970249,4.413973586,212.9773168
1.270048751,3.415520999,4.414524341,212.9773188
1.270743196,3.416071434,4.415074781,212.9773209
1.27143764,3.416621562,4.415624914,212.977323
1.272132085,3.417171383,4.416174741,212.9773251
1.272826529,3.417720904,4.416724266,212.9773271
1.273520974,3.418270124,4.417273491,212.9773292
1.274215418,3.418819043,4.417822416,212.9773313
1.274909863,3.419367651,4.418371029,212.9773334
1.275604307,3.41991596,4.418919343,212.9773355
1.276298751,3.420463961,4.419467349,212.9773376
1.276993196,3.421011663,4.420015056,212.9773397
1.27768764,3.421559053,4.420562451,212.9773418
1.278382085,3.422106138,4.421109541,212.9773439
1.279076529,3.422652924,4.421656332,212.977346
1.279770974,3.423199411,4.422202824,212.9773481
1.280465418,3.423745596,4.422749015,212.9773503
1.281159863,3.424291474,4.423294898,212.9773524
1.281854307,3.424837061,4.42384049,212.9773545
1.282548751,3.425382343,4.424385777,212.9773566
1.283243196,3.425927331,4.42493077,212.9773588
1.28393764,3.426472019,4.425475463,212.9773609
1.284632085,3.427016406,4.426019855,212.9773631
1.285326529,3.427560497,4.426563951,212.9773652
1.286020974,3.428104287,4.427107747,212.9773673
